	d	j	v	frequency	frequency
1479	IGHD1-1*02	IGHJ2*01	IGHV1-78*01	NA	NA
1480	IGHD2-11*02	IGHJ1*03	IGHV1-78*01	NA	NA
1481	IGHD2-3*01	IGHJ1*03	IGHV1-78*01	NA	NA
1482	IGHD2-3*01	IGHJ2*01	IGHV1-78*01	NA	NA
1483	IGHD2-3*01	IGHJ3*01	IGHV1-78*01	NA	NA
1484	IGHD2-3*01	IGHJ4*01	IGHV1-78*01	NA	NA
1485	IGHD2-6*01	IGHJ2*01	IGHV1-78*01	NA	NA
1486	IGHD2-6*01	IGHJ3*01	IGHV1-78*01	NA	NA
1487	IGHD2-6*01	IGHJ4*01	IGHV1-78*01	NA	NA
1488	IGHD2-7*01	IGHJ3*01	IGHV1-78*01	NA	NA
1489	IGHD2-8*01	IGHJ1*03	IGHV1-78*01	NA	NA
1490	IGHD2-8*01	IGHJ4*01	IGHV1-78*01	NA	NA
1491	IGHD2-9*01	IGHJ3*01	IGHV1-78*01	NA	NA
1492	IGHD2-9*02	IGHJ3*01	IGHV1-78*01	NA	NA
1493	IGHD2-9*02	IGHJ4*01	IGHV1-78*01	NA	NA
1494	IGHD3-2*02	IGHJ3*01	IGHV1-78*01	NA	NA
1495	NA	IGHJ1*03	IGHV1-78*01	NA	NA
1496	NA	IGHJ2*01	IGHV1-78*01	NA	NA
1497	NA	IGHJ2*02	IGHV1-78*01	NA	NA
1498	NA	IGHJ3*01	IGHV1-78*01	NA	NA
1499	NA	IGHJ3*02	IGHV1-78*01	NA	NA
1500	NA	IGHJ4*01	IGHV1-78*01	NA	NA
1501	NA	IGHJ1*03	IGHV1-79*01	NA	NA
1502	NA	IGHJ2*01	IGHV1-79*01	NA	NA
1503	NA	IGHJ3*01	IGHV1-79*01	NA	NA
1504	IGHD1-1*01	IGHJ1*01	IGHV1-80*01	NA	NA
1505	IGHD1-1*01	IGHJ1*03	IGHV1-80*01	NA	NA
1506	IGHD1-1*01	IGHJ2*01	IGHV1-80*01	NA	NA
1507	IGHD1-1*01	IGHJ2*03	IGHV1-80*01	NA	NA
1508	IGHD1-1*01	IGHJ3*01	IGHV1-80*01	NA	NA
1509	IGHD1-1*01	IGHJ4*01	IGHV1-80*01	NA	NA
1510	IGHD1-1*02	IGHJ2*01	IGHV1-80*01	NA	NA
1511	IGHD1-1*02	IGHJ3*01	IGHV1-80*01	NA	NA
1512	IGHD1-2*01	IGHJ3*01	IGHV1-80*01	NA	NA
1513	IGHD2-14*01	IGHJ3*01	IGHV1-80*01	NA	NA
1514	IGHD2-3*01	IGHJ1*03	IGHV1-80*01	NA	NA
1515	IGHD2-3*01	IGHJ2*01	IGHV1-80*01	NA	NA
1516	IGHD2-3*01	IGHJ3*01	IGHV1-80*01	NA	NA
1517	IGHD2-3*01	IGHJ4*01	IGHV1-80*01	NA	NA
1518	IGHD2-6*01	IGHJ1*03	IGHV1-80*01	NA	NA
1519	IGHD2-6*01	IGHJ2*01	IGHV1-80*01	NA	NA
1520	IGHD2-6*01	IGHJ3*01	IGHV1-80*01	NA	NA
1521	IGHD2-6*01	IGHJ4*01	IGHV1-80*01	NA	NA
1522	IGHD2-7*01	IGHJ2*01	IGHV1-80*01	NA	NA
1523	IGHD2-7*01	IGHJ3*01	IGHV1-80*01	NA	NA
1524	IGHD2-7*01	IGHJ4*01	IGHV1-80*01	NA	NA
1525	IGHD2-8*01	IGHJ1*01	IGHV1-80*01	NA	NA
1526	IGHD2-8*01	IGHJ1*03	IGHV1-80*01	NA	NA
1527	IGHD2-8*01	IGHJ2*01	IGHV1-80*01	NA	NA
1528	IGHD2-8*01	IGHJ2*02	IGHV1-80*01	NA	NA
1529	IGHD2-8*01	IGHJ3*01	IGHV1-80*01	NA	NA
1530	IGHD2-8*01	IGHJ4*01	IGHV1-80*01	NA	NA
1531	IGHD2-9*01	IGHJ3*01	IGHV1-80*01	NA	NA
1532	IGHD2-9*02	IGHJ1*03	IGHV1-80*01	NA	NA
1533	IGHD2-9*02	IGHJ2*01	IGHV1-80*01	NA	NA
1534	IGHD2-9*02	IGHJ3*01	IGHV1-80*01	NA	NA
1535	IGHD2-9*02	IGHJ3*02	IGHV1-80*01	NA	NA
1536	IGHD2-9*02	IGHJ4*01	IGHV1-80*01	NA	NA
1537	IGHD3-1*01	IGHJ3*01	IGHV1-80*01	NA	NA
1538	IGHD3-2*01	IGHJ4*01	IGHV1-80*01	NA	NA
1539	IGHD3-2*02	IGHJ1*03	IGHV1-80*01	NA	NA
1540	IGHD3-2*02	IGHJ2*01	IGHV1-80*01	NA	NA
1541	IGHD3-2*02	IGHJ3*01	IGHV1-80*01	NA	NA
1542	IGHD3-2*02	IGHJ4*01	IGHV1-80*01	NA	NA
1543	NA	IGHJ1*01	IGHV1-80*01	NA	NA
1544	NA	IGHJ1*03	IGHV1-80*01	NA	NA
1545	NA	IGHJ2*01	IGHV1-80*01	NA	NA
1546	NA	IGHJ2*02	IGHV1-80*01	NA	NA
1547	NA	IGHJ2*03	IGHV1-80*01	NA	NA
1548	NA	IGHJ3*01	IGHV1-80*01	NA	NA
1549	NA	IGHJ3*02	IGHV1-80*01	NA	NA
1550	NA	IGHJ4*01	IGHV1-80*01	NA	NA
1551	IGHD1-1*01	IGHJ1*01	IGHV1-81*01	NA	NA
1552	IGHD1-1*01	IGHJ1*03	IGHV1-81*01	NA	NA
1553	IGHD1-1*01	IGHJ2*01	IGHV1-81*01	NA	NA
1554	IGHD1-1*01	IGHJ2*02	IGHV1-81*01	NA	NA
1555	IGHD1-1*01	IGHJ3*01	IGHV1-81*01	NA	NA
1556	IGHD1-1*01	IGHJ4*01	IGHV1-81*01	NA	NA
1557	IGHD1-2*01	IGHJ4*01	IGHV1-81*01	NA	NA
1558	IGHD2-14*01	IGHJ2*01	IGHV1-81*01	NA	NA
1559	IGHD2-14*01	IGHJ3*01	IGHV1-81*01	NA	NA
1560	IGHD2-3*01	IGHJ2*01	IGHV1-81*01	NA	NA
1561	IGHD2-3*01	IGHJ3*01	IGHV1-81*01	NA	NA
1562	IGHD2-3*01	IGHJ4*01	IGHV1-81*01	NA	NA
1563	IGHD2-6*01	IGHJ1*03	IGHV1-81*01	NA	NA
1564	IGHD2-6*01	IGHJ2*01	IGHV1-81*01	NA	NA
1565	IGHD2-6*01	IGHJ3*01	IGHV1-81*01	NA	NA
1566	IGHD2-7*01	IGHJ2*01	IGHV1-81*01	NA	NA
1567	IGHD2-7*01	IGHJ3*01	IGHV1-81*01	NA	NA
1568	IGHD2-8*01	IGHJ3*01	IGHV1-81*01	NA	NA
1569	IGHD2-8*01	IGHJ3*02	IGHV1-81*01	NA	NA
1570	IGHD2-8*01	IGHJ4*01	IGHV1-81*01	NA	NA
1571	IGHD2-9*01	IGHJ2*01	IGHV1-81*01	NA	NA
1572	IGHD2-9*02	IGHJ1*03	IGHV1-81*01	NA	NA
1573	IGHD2-9*02	IGHJ2*01	IGHV1-81*01	NA	NA
1574	IGHD2-9*02	IGHJ3*01	IGHV1-81*01	NA	NA
1575	IGHD3-2*02	IGHJ3*01	IGHV1-81*01	NA	NA
1576	IGHD3-2*02	IGHJ4*01	IGHV1-81*01	NA	NA
1577	NA	IGHJ1*01	IGHV1-81*01	NA	NA
1578	NA	IGHJ1*03	IGHV1-81*01	NA	NA
1579	NA	IGHJ2*01	IGHV1-81*01	NA	NA
1580	NA	IGHJ2*02	IGHV1-81*01	NA	NA
1581	NA	IGHJ3*01	IGHV1-81*01	NA	NA
1582	NA	IGHJ3*02	IGHV1-81*01	NA	NA
1583	NA	IGHJ4*01	IGHV1-81*01	NA	NA
1584	IGHD1-1*01	IGHJ1*01	IGHV1-82*01	NA	NA
1585	IGHD1-1*01	IGHJ1*03	IGHV1-82*01	NA	NA
1586	IGHD1-1*01	IGHJ2*01	IGHV1-82*01	NA	NA
1587	IGHD1-1*01	IGHJ2*03	IGHV1-82*01	NA	NA
1588	IGHD1-1*01	IGHJ3*01	IGHV1-82*01	NA	NA
1589	IGHD1-1*01	IGHJ4*01	IGHV1-82*01	NA	NA
1590	IGHD1-1*02	IGHJ1*01	IGHV1-82*01	NA	NA
1591	IGHD1-1*02	IGHJ2*01	IGHV1-82*01	NA	NA
1592	IGHD1-1*02	IGHJ2*02	IGHV1-82*01	NA	NA
1593	IGHD1-2*01	IGHJ2*01	IGHV1-82*01	NA	NA
1594	IGHD2-11*02	IGHJ1*01	IGHV1-82*01	NA	NA
1595	IGHD2-11*02	IGHJ1*03	IGHV1-82*01	NA	NA
1596	IGHD2-14*01	IGHJ1*01	IGHV1-82*01	NA	NA
1597	IGHD2-14*01	IGHJ2*01	IGHV1-82*01	NA	NA
1598	IGHD2-14*01	IGHJ3*01	IGHV1-82*01	NA	NA
1599	IGHD2-3*01	IGHJ1*03	IGHV1-82*01	NA	NA
1600	IGHD2-3*01	IGHJ3*01	IGHV1-82*01	NA	NA
1601	IGHD2-3*01	IGHJ3*02	IGHV1-82*01	NA	NA
1602	IGHD2-3*01	IGHJ4*01	IGHV1-82*01	NA	NA
1603	IGHD2-6*01	IGHJ1*03	IGHV1-82*01	NA	NA
1604	IGHD2-6*01	IGHJ2*01	IGHV1-82*01	NA	NA
1605	IGHD2-6*01	IGHJ3*01	IGHV1-82*01	NA	NA
1606	IGHD2-6*01	IGHJ4*01	IGHV1-82*01	NA	NA
1607	IGHD2-7*01	IGHJ1*01	IGHV1-82*01	NA	NA
1608	IGHD2-7*01	IGHJ2*01	IGHV1-82*01	NA	NA
1609	IGHD2-7*01	IGHJ3*01	IGHV1-82*01	NA	NA
1610	IGHD2-7*01	IGHJ4*01	IGHV1-82*01	NA	NA
1611	IGHD2-8*01	IGHJ1*03	IGHV1-82*01	NA	NA
1612	IGHD2-8*01	IGHJ2*01	IGHV1-82*01	NA	NA
1613	IGHD2-8*01	IGHJ3*01	IGHV1-82*01	NA	NA
1614	IGHD2-8*01	IGHJ4*01	IGHV1-82*01	NA	NA
1615	IGHD2-9*01	IGHJ2*01	IGHV1-82*01	NA	NA
1616	IGHD2-9*01	IGHJ4*01	IGHV1-82*01	NA	NA
1617	IGHD2-9*02	IGHJ1*03	IGHV1-82*01	NA	NA
1618	IGHD2-9*02	IGHJ2*01	IGHV1-82*01	NA	NA
1619	IGHD2-9*02	IGHJ3*01	IGHV1-82*01	NA	NA
1620	IGHD2-9*02	IGHJ4*01	IGHV1-82*01	NA	NA
1621	IGHD3-2*01	IGHJ3*01	IGHV1-82*01	NA	NA
1622	IGHD3-2*02	IGHJ2*01	IGHV1-82*01	NA	NA
1623	IGHD3-2*02	IGHJ3*01	IGHV1-82*01	NA	NA
1624	IGHD3-2*02	IGHJ4*01	IGHV1-82*01	NA	NA
1625	NA	IGHJ1*01	IGHV1-82*01	NA	NA
1626	NA	IGHJ1*03	IGHV1-82*01	NA	NA
1627	NA	IGHJ2*01	IGHV1-82*01	NA	NA
1628	NA	IGHJ2*03	IGHV1-82*01	NA	NA
1629	NA	IGHJ3*01	IGHV1-82*01	NA	NA
1630	NA	IGHJ3*02	IGHV1-82*01	NA	NA
1631	NA	IGHJ4*01	IGHV1-82*01	NA	NA
1632	IGHD1-1*01	IGHJ2*01	IGHV1-83*01	NA	NA
1633	IGHD1-1*01	IGHJ3*01	IGHV1-83*01	NA	NA
1634	IGHD1-1*01	IGHJ4*01	IGHV1-83*01	NA	NA
1635	NA	IGHJ1*01	IGHV1-83*01	NA	NA
1636	NA	IGHJ2*01	IGHV1-83*01	NA	NA
1637	NA	IGHJ3*01	IGHV1-83*01	NA	NA
1638	NA	IGHJ4*01	IGHV1-83*01	NA	NA
1639	IGHD1-1*01	IGHJ1*03	IGHV1-84*01	NA	NA
1640	IGHD1-1*01	IGHJ2*01	IGHV1-84*01	NA	NA
1641	IGHD1-1*01	IGHJ3*01	IGHV1-84*01	NA	NA
1642	IGHD1-1*01	IGHJ4*01	IGHV1-84*01	NA	NA
1643	IGHD2-9*02	IGHJ3*01	IGHV1-84*01	NA	NA
1644	IGHD3-2*02	IGHJ4*01	IGHV1-84*01	NA	NA
1645	NA	IGHJ1*01	IGHV1-84*01	NA	NA
1646	NA	IGHJ1*03	IGHV1-84*01	NA	NA
1647	NA	IGHJ2*01	IGHV1-84*01	NA	NA
1648	NA	IGHJ2*02	IGHV1-84*01	NA	NA
1649	NA	IGHJ3*01	IGHV1-84*01	NA	NA
1650	NA	IGHJ4*01	IGHV1-84*01	NA	NA
1651	IGHD1-1*01	IGHJ1*01	IGHV1-84*02	NA	NA
1652	IGHD1-1*01	IGHJ2*01	IGHV1-84*02	NA	NA
1653	IGHD1-1*01	IGHJ3*01	IGHV1-84*02	NA	NA
1654	IGHD1-1*01	IGHJ4*01	IGHV1-84*02	NA	NA
1655	IGHD2-11*02	IGHJ1*01	IGHV1-84*02	NA	NA
1656	IGHD2-14*01	IGHJ4*01	IGHV1-84*02	NA	NA
1657	IGHD2-9*02	IGHJ2*01	IGHV1-84*02	NA	NA
1658	IGHD2-9*02	IGHJ3*01	IGHV1-84*02	NA	NA
1659	IGHD2-9*02	IGHJ4*01	IGHV1-84*02	NA	NA
1660	IGHD3-2*01	IGHJ3*01	IGHV1-84*02	NA	NA
1661	NA	IGHJ1*01	IGHV1-84*02	NA	NA
1662	NA	IGHJ1*03	IGHV1-84*02	NA	NA
1663	NA	IGHJ2*01	IGHV1-84*02	NA	NA
1664	NA	IGHJ3*01	IGHV1-84*02	NA	NA
1665	NA	IGHJ4*01	IGHV1-84*02	NA	NA
1666	IGHD1-1*01	IGHJ1*01	IGHV1-85*01	NA	NA
1667	IGHD1-1*01	IGHJ1*03	IGHV1-85*01	NA	NA
1668	IGHD1-1*01	IGHJ2*01	IGHV1-85*01	NA	NA
1669	IGHD1-1*01	IGHJ2*02	IGHV1-85*01	NA	NA
1670	IGHD1-1*01	IGHJ3*01	IGHV1-85*01	NA	NA
1671	IGHD1-1*01	IGHJ4*01	IGHV1-85*01	NA	NA
1672	IGHD1-1*02	IGHJ4*01	IGHV1-85*01	NA	NA
1673	IGHD2-14*01	IGHJ4*01	IGHV1-85*01	NA	NA
1674	IGHD2-3*01	IGHJ3*01	IGHV1-85*01	NA	NA
1675	IGHD2-3*01	IGHJ4*01	IGHV1-85*01	NA	NA
1676	IGHD2-6*01	IGHJ3*01	IGHV1-85*01	NA	NA
1677	IGHD2-6*01	IGHJ4*01	IGHV1-85*01	NA	NA
1678	IGHD2-7*01	IGHJ2*01	IGHV1-85*01	NA	NA
1679	IGHD2-8*01	IGHJ1*01	IGHV1-85*01	NA	NA
1680	IGHD2-8*01	IGHJ2*01	IGHV1-85*01	NA	NA
1681	IGHD2-8*01	IGHJ3*01	IGHV1-85*01	NA	NA
1682	IGHD2-8*01	IGHJ4*01	IGHV1-85*01	NA	NA
1683	IGHD2-9*01	IGHJ3*01	IGHV1-85*01	NA	NA
1684	IGHD2-9*02	IGHJ1*01	IGHV1-85*01	NA	NA
1685	IGHD2-9*02	IGHJ1*03	IGHV1-85*01	NA	NA
1686	IGHD2-9*02	IGHJ2*01	IGHV1-85*01	NA	NA
1687	IGHD2-9*02	IGHJ3*01	IGHV1-85*01	NA	NA
1688	IGHD2-9*02	IGHJ4*01	IGHV1-85*01	NA	NA
1689	IGHD3-2*01	IGHJ3*01	IGHV1-85*01	NA	NA
1690	IGHD3-2*02	IGHJ2*01	IGHV1-85*01	NA	NA
1691	IGHD3-2*02	IGHJ4*01	IGHV1-85*01	NA	NA
1692	NA	IGHJ1*01	IGHV1-85*01	NA	NA
1693	NA	IGHJ1*03	IGHV1-85*01	NA	NA
1694	NA	IGHJ2*01	IGHV1-85*01	NA	NA
1695	NA	IGHJ2*02	IGHV1-85*01	NA	NA
1696	NA	IGHJ2*03	IGHV1-85*01	NA	NA
1697	NA	IGHJ3*01	IGHV1-85*01	NA	NA
1698	NA	IGHJ3*02	IGHV1-85*01	NA	NA
1699	NA	IGHJ4*01	IGHV1-85*01	NA	NA
1700	IGHD1-1*01	IGHJ2*01	IGHV1-86*01	NA	NA
1701	IGHD2-7*01	IGHJ4*01	IGHV1-86*01	NA	NA
1702	IGHD3-2*01	IGHJ3*01	IGHV1-86*01	NA	NA
1703	NA	IGHJ2*01	IGHV1-86*01	NA	NA
1704	NA	IGHJ3*01	IGHV1-86*01	NA	NA
1705	NA	IGHJ4*01	IGHV1-86*01	NA	NA
1706	IGHD1-1*01	IGHJ1*01	IGHV1-87*01	NA	NA
1707	IGHD1-1*01	IGHJ2*01	IGHV1-87*01	NA	NA
1708	IGHD1-1*01	IGHJ3*01	IGHV1-87*01	NA	NA
1709	IGHD1-1*01	IGHJ4*01	IGHV1-87*01	NA	NA
1710	IGHD1-2*01	IGHJ1*01	IGHV1-87*01	NA	NA
1711	IGHD1-2*01	IGHJ3*01	IGHV1-87*01	NA	NA
1712	IGHD1-2*01	IGHJ4*01	IGHV1-87*01	NA	NA
1713	IGHD2-14*01	IGHJ3*01	IGHV1-87*01	NA	NA
1714	IGHD2-14*01	IGHJ4*01	IGHV1-87*01	NA	NA
1715	IGHD2-3*01	IGHJ3*01	IGHV1-87*01	NA	NA
1716	IGHD2-3*01	IGHJ4*01	IGHV1-87*01	NA	NA
1717	IGHD2-7*01	IGHJ4*01	IGHV1-87*01	NA	NA
1718	IGHD2-8*01	IGHJ3*01	IGHV1-87*01	NA	NA
1719	IGHD2-9*02	IGHJ2*01	IGHV1-87*01	NA	NA
1720	IGHD2-9*02	IGHJ3*01	IGHV1-87*01	NA	NA
1721	IGHD2-9*02	IGHJ4*01	IGHV1-87*01	NA	NA
1722	IGHD3-2*01	IGHJ2*01	IGHV1-87*01	NA	NA
1723	NA	IGHJ1*01	IGHV1-87*01	NA	NA
1724	NA	IGHJ1*03	IGHV1-87*01	NA	NA
1725	NA	IGHJ2*01	IGHV1-87*01	NA	NA
1726	NA	IGHJ2*02	IGHV1-87*01	NA	NA
1727	NA	IGHJ2*03	IGHV1-87*01	NA	NA
1728	NA	IGHJ3*01	IGHV1-87*01	NA	NA
1729	NA	IGHJ4*01	IGHV1-87*01	NA	NA
1730	IGHD1-1*01	IGHJ1*01	IGHV1-9*01	NA	NA
1731	IGHD1-1*01	IGHJ1*03	IGHV1-9*01	NA	NA
1732	IGHD1-1*01	IGHJ2*01	IGHV1-9*01	NA	NA
1733	IGHD1-1*01	IGHJ2*02	IGHV1-9*01	NA	NA
1734	IGHD1-1*01	IGHJ2*03	IGHV1-9*01	NA	NA
1735	IGHD1-1*01	IGHJ3*01	IGHV1-9*01	NA	NA
1736	IGHD1-1*01	IGHJ3*02	IGHV1-9*01	NA	NA
1737	IGHD1-1*01	IGHJ4*01	IGHV1-9*01	NA	NA
1738	IGHD1-1*02	IGHJ2*01	IGHV1-9*01	NA	NA
1739	IGHD1-1*02	IGHJ3*01	IGHV1-9*01	NA	NA
1740	IGHD1-2*01	IGHJ2*01	IGHV1-9*01	NA	NA
1741	IGHD1-2*01	IGHJ3*01	IGHV1-9*01	NA	NA
1742	IGHD1-2*01	IGHJ4*01	IGHV1-9*01	NA	NA
1743	IGHD2-11*01	IGHJ4*01	IGHV1-9*01	NA	NA
1744	IGHD2-11*02	IGHJ2*01	IGHV1-9*01	NA	NA
1745	IGHD2-11*02	IGHJ3*01	IGHV1-9*01	NA	NA
1746	IGHD2-11*02	IGHJ3*02	IGHV1-9*01	NA	NA
1747	IGHD2-11*02	IGHJ4*01	IGHV1-9*01	NA	NA
1748	IGHD2-14*01	IGHJ2*01	IGHV1-9*01	NA	NA
1749	IGHD2-14*01	IGHJ3*01	IGHV1-9*01	NA	NA
1750	IGHD2-14*01	IGHJ4*01	IGHV1-9*01	NA	NA
1751	IGHD2-3*01	IGHJ1*03	IGHV1-9*01	NA	NA
1752	IGHD2-3*01	IGHJ2*01	IGHV1-9*01	NA	NA
1753	IGHD2-3*01	IGHJ3*01	IGHV1-9*01	NA	NA
1754	IGHD2-3*01	IGHJ4*01	IGHV1-9*01	NA	NA
1755	IGHD2-6*01	IGHJ1*03	IGHV1-9*01	NA	NA
1756	IGHD2-6*01	IGHJ2*01	IGHV1-9*01	NA	NA
1757	IGHD2-6*01	IGHJ3*01	IGHV1-9*01	NA	NA
1758	IGHD2-6*01	IGHJ4*01	IGHV1-9*01	NA	NA
1759	IGHD2-7*01	IGHJ1*03	IGHV1-9*01	NA	NA
1760	IGHD2-7*01	IGHJ2*01	IGHV1-9*01	NA	NA
1761	IGHD2-7*01	IGHJ3*01	IGHV1-9*01	NA	NA
1762	IGHD2-7*01	IGHJ4*01	IGHV1-9*01	NA	NA
1763	IGHD2-8*01	IGHJ2*01	IGHV1-9*01	NA	NA
1764	IGHD2-8*01	IGHJ3*01	IGHV1-9*01	NA	NA
1765	IGHD2-8*01	IGHJ4*01	IGHV1-9*01	NA	NA
1766	IGHD2-9*01	IGHJ1*03	IGHV1-9*01	NA	NA
1767	IGHD2-9*01	IGHJ2*01	IGHV1-9*01	NA	NA
1768	IGHD2-9*01	IGHJ3*01	IGHV1-9*01	NA	NA
1769	IGHD2-9*01	IGHJ4*01	IGHV1-9*01	NA	NA
1770	IGHD2-9*02	IGHJ1*01	IGHV1-9*01	NA	NA
1771	IGHD2-9*02	IGHJ1*03	IGHV1-9*01	NA	NA
1772	IGHD2-9*02	IGHJ2*01	IGHV1-9*01	NA	NA
1773	IGHD2-9*02	IGHJ3*01	IGHV1-9*01	NA	NA
1774	IGHD2-9*02	IGHJ4*01	IGHV1-9*01	NA	NA
1775	IGHD3-2*01	IGHJ2*01	IGHV1-9*01	NA	NA
1776	IGHD3-2*01	IGHJ3*01	IGHV1-9*01	NA	NA
1777	IGHD3-2*02	IGHJ2*01	IGHV1-9*01	NA	NA
1778	IGHD3-2*02	IGHJ3*01	IGHV1-9*01	NA	NA
1779	IGHD3-2*02	IGHJ4*01	IGHV1-9*01	NA	NA
1780	NA	IGHJ1*01	IGHV1-9*01	NA	NA
1781	NA	IGHJ1*03	IGHV1-9*01	NA	NA
1782	NA	IGHJ2*01	IGHV1-9*01	NA	NA
1783	NA	IGHJ2*02	IGHV1-9*01	NA	NA
1784	NA	IGHJ3*01	IGHV1-9*01	NA	NA
1785	NA	IGHJ3*02	IGHV1-9*01	NA	NA
1786	NA	IGHJ4*01	IGHV1-9*01	NA	NA
1787	IGHD1-1*01	IGHJ1*03	IGHV10-1*01	NA	NA
1788	IGHD1-1*01	IGHJ2*01	IGHV10-1*01	NA	NA
1789	IGHD1-1*01	IGHJ3*01	IGHV10-1*01	NA	NA
1790	IGHD1-1*01	IGHJ4*01	IGHV10-1*01	NA	NA
1791	IGHD2-3*01	IGHJ3*01	IGHV10-1*01	NA	NA
1792	IGHD2-3*01	IGHJ4*01	IGHV10-1*01	NA	NA
1793	IGHD2-6*01	IGHJ3*01	IGHV10-1*01	NA	NA
1794	IGHD2-7*01	IGHJ3*01	IGHV10-1*01	NA	NA
1795	IGHD2-8*01	IGHJ2*01	IGHV10-1*01	NA	NA
1796	IGHD2-9*02	IGHJ1*03	IGHV10-1*01	NA	NA
1797	IGHD2-9*02	IGHJ4*01	IGHV10-1*01	NA	NA
1798	IGHD3-2*02	IGHJ3*01	IGHV10-1*01	NA	NA
1799	IGHD3-2*02	IGHJ4*01	IGHV10-1*01	NA	NA
1800	NA	IGHJ1*01	IGHV10-1*01	NA	NA
1801	NA	IGHJ1*03	IGHV10-1*01	NA	NA
1802	NA	IGHJ2*01	IGHV10-1*01	NA	NA
1803	NA	IGHJ2*02	IGHV10-1*01	NA	NA
1804	NA	IGHJ3*01	IGHV10-1*01	NA	NA
1805	NA	IGHJ3*02	IGHV10-1*01	NA	NA
1806	NA	IGHJ4*01	IGHV10-1*01	NA	NA
1807	IGHD1-1*01	IGHJ1*01	IGHV10-1*02	NA	NA
1808	IGHD1-1*01	IGHJ2*01	IGHV10-1*02	NA	NA
1809	IGHD1-1*01	IGHJ3*01	IGHV10-1*02	NA	NA
1810	IGHD1-1*01	IGHJ4*01	IGHV10-1*02	NA	NA
1811	IGHD1-2*01	IGHJ3*01	IGHV10-1*02	NA	NA
1812	IGHD1-2*01	IGHJ4*01	IGHV10-1*02	NA	NA
1813	IGHD2-11*01	IGHJ3*01	IGHV10-1*02	NA	NA
1814	IGHD2-11*02	IGHJ3*01	IGHV10-1*02	NA	NA
1815	IGHD2-11*02	IGHJ4*01	IGHV10-1*02	NA	NA
1816	IGHD2-14*01	IGHJ2*01	IGHV10-1*02	NA	NA
1817	IGHD2-14*01	IGHJ3*01	IGHV10-1*02	NA	NA
1818	IGHD2-3*01	IGHJ2*01	IGHV10-1*02	NA	NA
1819	IGHD2-3*01	IGHJ3*01	IGHV10-1*02	NA	NA
1820	IGHD2-3*01	IGHJ4*01	IGHV10-1*02	NA	NA
1821	IGHD2-7*01	IGHJ1*01	IGHV10-1*02	NA	NA
1822	IGHD2-7*01	IGHJ3*01	IGHV10-1*02	NA	NA
1823	IGHD2-7*01	IGHJ4*01	IGHV10-1*02	NA	NA
1824	IGHD2-8*01	IGHJ3*01	IGHV10-1*02	NA	NA
1825	IGHD2-8*01	IGHJ4*01	IGHV10-1*02	NA	NA
1826	IGHD2-9*01	IGHJ3*01	IGHV10-1*02	NA	NA
1827	IGHD2-9*02	IGHJ2*01	IGHV10-1*02	NA	NA
1828	IGHD2-9*02	IGHJ3*01	IGHV10-1*02	NA	NA
1829	IGHD2-9*02	IGHJ4*01	IGHV10-1*02	NA	NA
1830	IGHD3-2*01	IGHJ4*01	IGHV10-1*02	NA	NA
1831	NA	IGHJ1*01	IGHV10-1*02	NA	NA
1832	NA	IGHJ1*02	IGHV10-1*02	NA	NA
1833	NA	IGHJ2*01	IGHV10-1*02	NA	NA
1834	NA	IGHJ3*01	IGHV10-1*02	NA	NA
1835	NA	IGHJ3*02	IGHV10-1*02	NA	NA
1836	NA	IGHJ4*01	IGHV10-1*02	NA	NA
1837	IGHD1-1*01	IGHJ1*03	IGHV10-3*01	NA	NA
1838	IGHD1-1*01	IGHJ2*01	IGHV10-3*01	NA	NA
1839	IGHD1-1*01	IGHJ3*01	IGHV10-3*01	NA	NA
1840	IGHD1-1*01	IGHJ4*01	IGHV10-3*01	NA	NA
1841	IGHD2-3*01	IGHJ3*01	IGHV10-3*01	NA	NA
1842	IGHD2-3*01	IGHJ4*01	IGHV10-3*01	NA	NA
1843	IGHD2-6*01	IGHJ2*01	IGHV10-3*01	NA	NA
1844	IGHD2-9*02	IGHJ2*01	IGHV10-3*01	NA	NA
1845	IGHD2-9*02	IGHJ3*01	IGHV10-3*01	NA	NA
1846	IGHD2-9*02	IGHJ4*01	IGHV10-3*01	NA	NA
1847	IGHD3-2*02	IGHJ3*01	IGHV10-3*01	NA	NA
1848	IGHD3-2*02	IGHJ4*01	IGHV10-3*01	NA	NA
1849	NA	IGHJ1*03	IGHV10-3*01	NA	NA
1850	NA	IGHJ2*01	IGHV10-3*01	NA	NA
1851	NA	IGHJ2*02	IGHV10-3*01	NA	NA
1852	NA	IGHJ3*01	IGHV10-3*01	NA	NA
1853	NA	IGHJ3*02	IGHV10-3*01	NA	NA
1854	NA	IGHJ4*01	IGHV10-3*01	NA	NA
1855	IGHD1-1*01	IGHJ1*03	IGHV10-3*02	NA	NA
1856	IGHD1-1*01	IGHJ2*01	IGHV10-3*02	NA	NA
1857	IGHD2-9*02	IGHJ2*01	IGHV10-3*02	NA	NA
1858	IGHD2-9*02	IGHJ3*01	IGHV10-3*02	NA	NA
1859	IGHD3-2*02	IGHJ3*01	IGHV10-3*02	NA	NA
1860	NA	IGHJ1*03	IGHV10-3*02	NA	NA
1861	NA	IGHJ2*01	IGHV10-3*02	NA	NA
1862	NA	IGHJ3*01	IGHV10-3*02	NA	NA
1863	NA	IGHJ4*01	IGHV10-3*02	NA	NA
