	V	D	J	N152	IAVI84
1557	IGHV1-8*01	IGHD3-16*02	IGHJ6*03	NA	1.0
1558	IGHV1-8*01	IGHD3-22*01	IGHJ2*01	NA	1.0
1559	IGHV1-8*01	IGHD3-22*01	IGHJ3*02	NA	34.0
1560	IGHV1-8*01	IGHD3-22*01	IGHJ4*02	NA	18.0
1561	IGHV1-8*01	IGHD3-22*01	IGHJ5*02	NA	3.0
1562	IGHV1-8*01	IGHD3-22*01	IGHJ6*02	NA	1.0
1563	IGHV1-8*01	IGHD3-22*01	IGHJ6*03	NA	1.0
1564	IGHV1-8*01	IGHD3-9*01	IGHJ2*01	NA	17.0
1565	IGHV1-8*01	IGHD3-9*01	IGHJ3*02	NA	19.0
1566	IGHV1-8*01	IGHD3-9*01	IGHJ4*02	NA	7.0
1567	IGHV1-8*01	IGHD3-9*01	IGHJ5*02	NA	4.0
1568	IGHV1-8*01	IGHD3-9*01	IGHJ6*03	NA	3.0
1569	IGHV1-8*01	IGHD3/OR15-3b*01	IGHJ3*02	NA	4.0
1570	IGHV1-8*01	IGHD5-12*01	IGHJ3*02	NA	1.0
1571	IGHV1-8*01	IGHD5-12*01	IGHJ4*02	NA	72.0
1572	IGHV1-8*01	IGHD5-12*01	IGHJ5*02	NA	2.0
1573	IGHV1-8*01	IGHD5-24*01	IGHJ4*02	NA	6.0
1574	IGHV1-8*01	IGHD5-5*01	IGHJ4*02	NA	1.0
1575	IGHV1-8*01	IGHD5-5*01	IGHJ5*02	NA	2.0
1576	IGHV1-8*01	IGHD5-5*01	IGHJ6*02	NA	46.0
1577	IGHV1-8*01	IGHD6-13*01	IGHJ3*02	NA	2.0
1578	IGHV1-8*01	IGHD6-13*01	IGHJ4*02	NA	12.0
1579	IGHV1-8*01	IGHD6-13*01	IGHJ5*02	NA	4.0
1580	IGHV1-8*01	IGHD6-13*01	IGHJ6*03	NA	281.0
1581	IGHV1-8*01	IGHD6-13*01	IGHJ6*04	NA	1.0
1582	IGHV1-8*01	IGHD6-19*01	IGHJ3*02	NA	1.0
1583	IGHV1-8*01	IGHD6-19*01	IGHJ4*02	NA	2.0
1584	IGHV1-8*01	IGHD6-19*01	IGHJ5*02	NA	2.0
1585	IGHV1-8*01	IGHD6-19*01	IGHJ6*02	NA	2.0
1586	IGHV1-8*01	IGHD6-19*01	IGHJ6*03	NA	2.0
1587	IGHV1-8*01	NA	IGHJ1*01	NA	8.0
1588	IGHV1-8*01	NA	IGHJ2*01	NA	85.0
1589	IGHV1-8*01	NA	IGHJ3*01	NA	4.0
1590	IGHV1-8*01	NA	IGHJ3*02	NA	391.0
1591	IGHV1-8*01	NA	IGHJ4*01	NA	2.0
1592	IGHV1-8*01	NA	IGHJ4*02	NA	1240.0
1593	IGHV1-8*01	NA	IGHJ4*03	NA	9.0
1594	IGHV1-8*01	NA	IGHJ5*01	NA	15.0
1595	IGHV1-8*01	NA	IGHJ5*02	NA	261.0
1596	IGHV1-8*01	NA	IGHJ6*01	NA	2.0
1597	IGHV1-8*01	NA	IGHJ6*02	NA	260.0
1598	IGHV1-8*01	NA	IGHJ6*03	NA	353.0
1599	IGHV1-8*01	NA	IGHJ6*04	NA	2.0
1600	IGHV1-8*02	IGHD1-1*01	IGHJ4*02	NA	1.0
1601	IGHV1-8*02	IGHD1-1*01	IGHJ6*02	NA	1.0
1602	IGHV1-8*02	IGHD1-26*01	IGHJ1*01	NA	1.0
1603	IGHV1-8*02	IGHD1-26*01	IGHJ3*02	NA	50.0
1604	IGHV1-8*02	IGHD1-26*01	IGHJ4*02	NA	10.0
1605	IGHV1-8*02	IGHD1-26*01	IGHJ5*02	NA	4.0
1606	IGHV1-8*02	IGHD2-15*01	IGHJ1*01	NA	2.0
1607	IGHV1-8*02	IGHD2-15*01	IGHJ2*01	NA	1.0
1608	IGHV1-8*02	IGHD2-15*01	IGHJ3*01	NA	1.0
1609	IGHV1-8*02	IGHD2-15*01	IGHJ3*02	NA	55.0
1610	IGHV1-8*02	IGHD2-15*01	IGHJ4*02	NA	280.0
1611	IGHV1-8*02	IGHD2-15*01	IGHJ4*03	NA	1.0
1612	IGHV1-8*02	IGHD2-15*01	IGHJ5*02	NA	210.0
1613	IGHV1-8*02	IGHD2-15*01	IGHJ6*01	NA	1.0
1614	IGHV1-8*02	IGHD2-15*01	IGHJ6*02	NA	48.0
1615	IGHV1-8*02	IGHD2-15*01	IGHJ6*03	NA	56.0
1616	IGHV1-8*02	IGHD2-2*01	IGHJ3*02	NA	2.0
1617	IGHV1-8*02	IGHD2-2*02	IGHJ3*02	NA	1.0
1618	IGHV1-8*02	IGHD2-2*02	IGHJ4*02	NA	2.0
1619	IGHV1-8*02	IGHD2-2*02	IGHJ5*02	NA	28.0
1620	IGHV1-8*02	IGHD2-2*03	IGHJ1*01	NA	3.0
1621	IGHV1-8*02	IGHD2-2*03	IGHJ2*01	NA	2.0
1622	IGHV1-8*02	IGHD2-2*03	IGHJ3*02	NA	12.0
1623	IGHV1-8*02	IGHD2-2*03	IGHJ4*02	NA	74.0
1624	IGHV1-8*02	IGHD2-2*03	IGHJ5*02	NA	414.0
1625	IGHV1-8*02	IGHD2-2*03	IGHJ6*02	NA	3.0
1626	IGHV1-8*02	IGHD2-2*03	IGHJ6*03	NA	39.0
1627	IGHV1-8*02	IGHD2-21*02	IGHJ1*01	NA	1.0
1628	IGHV1-8*02	IGHD2-21*02	IGHJ2*01	NA	1.0
1629	IGHV1-8*02	IGHD2-21*02	IGHJ3*02	NA	5.0
1630	IGHV1-8*02	IGHD2-21*02	IGHJ4*02	NA	8.0
1631	IGHV1-8*02	IGHD2-21*02	IGHJ5*02	NA	1.0
1632	IGHV1-8*02	IGHD2-21*02	IGHJ6*02	NA	3.0
1633	IGHV1-8*02	IGHD2-21*02	IGHJ6*03	NA	7.0
1634	IGHV1-8*02	IGHD2-8*02	IGHJ3*02	NA	2.0
1635	IGHV1-8*02	IGHD3-10*01	IGHJ1*01	NA	11.0
1636	IGHV1-8*02	IGHD3-10*01	IGHJ2*01	NA	129.0
1637	IGHV1-8*02	IGHD3-10*01	IGHJ3*01	NA	13.0
1638	IGHV1-8*02	IGHD3-10*01	IGHJ3*02	NA	161.0
1639	IGHV1-8*02	IGHD3-10*01	IGHJ4*01	NA	7.0
1640	IGHV1-8*02	IGHD3-10*01	IGHJ4*02	NA	937.0
1641	IGHV1-8*02	IGHD3-10*01	IGHJ4*03	NA	20.0
1642	IGHV1-8*02	IGHD3-10*01	IGHJ5*01	NA	1.0
1643	IGHV1-8*02	IGHD3-10*01	IGHJ5*02	NA	677.0
1644	IGHV1-8*02	IGHD3-10*01	IGHJ6*01	NA	3.0
1645	IGHV1-8*02	IGHD3-10*01	IGHJ6*02	NA	125.0
1646	IGHV1-8*02	IGHD3-10*01	IGHJ6*03	NA	538.0
1647	IGHV1-8*02	IGHD3-10*01	IGHJ6*04	NA	6.0
1648	IGHV1-8*02	IGHD3-10*02	IGHJ4*02	NA	2.0
1649	IGHV1-8*02	IGHD3-10*02	IGHJ5*02	NA	1.0
1650	IGHV1-8*02	IGHD3-10*02	IGHJ6*02	NA	5.0
1651	IGHV1-8*02	IGHD3-10*02	IGHJ6*03	NA	3.0
1652	IGHV1-8*02	IGHD3-16*01	IGHJ4*02	NA	1.0
1653	IGHV1-8*02	IGHD3-16*01	IGHJ5*02	NA	1.0
1654	IGHV1-8*02	IGHD3-16*02	IGHJ2*01	NA	1.0
1655	IGHV1-8*02	IGHD3-16*02	IGHJ3*02	NA	19.0
1656	IGHV1-8*02	IGHD3-16*02	IGHJ4*02	NA	74.0
1657	IGHV1-8*02	IGHD3-16*02	IGHJ5*02	NA	2.0
1658	IGHV1-8*02	IGHD3-16*02	IGHJ6*01	NA	1.0
1659	IGHV1-8*02	IGHD3-16*02	IGHJ6*02	NA	35.0
1660	IGHV1-8*02	IGHD3-16*02	IGHJ6*03	NA	2.0
1661	IGHV1-8*02	IGHD3-16*02	IGHJ6*04	NA	1.0
1662	IGHV1-8*02	IGHD3-22*01	IGHJ1*01	NA	49.0
1663	IGHV1-8*02	IGHD3-22*01	IGHJ2*01	NA	33.0
1664	IGHV1-8*02	IGHD3-22*01	IGHJ3*01	NA	1.0
1665	IGHV1-8*02	IGHD3-22*01	IGHJ3*02	NA	60.0
1666	IGHV1-8*02	IGHD3-22*01	IGHJ4*02	NA	574.0
1667	IGHV1-8*02	IGHD3-22*01	IGHJ5*02	NA	78.0
1668	IGHV1-8*02	IGHD3-22*01	IGHJ6*02	NA	12.0
1669	IGHV1-8*02	IGHD3-22*01	IGHJ6*03	NA	114.0
1670	IGHV1-8*02	IGHD3-9*01	IGHJ1*01	NA	3.0
1671	IGHV1-8*02	IGHD3-9*01	IGHJ2*01	NA	43.0
1672	IGHV1-8*02	IGHD3-9*01	IGHJ3*02	NA	35.0
1673	IGHV1-8*02	IGHD3-9*01	IGHJ4*02	NA	186.0
1674	IGHV1-8*02	IGHD3-9*01	IGHJ4*03	NA	1.0
1675	IGHV1-8*02	IGHD3-9*01	IGHJ5*01	NA	1.0
1676	IGHV1-8*02	IGHD3-9*01	IGHJ5*02	NA	17.0
1677	IGHV1-8*02	IGHD3-9*01	IGHJ6*02	NA	35.0
1678	IGHV1-8*02	IGHD3-9*01	IGHJ6*03	NA	56.0
1679	IGHV1-8*02	IGHD4-17*01	IGHJ3*02	NA	1.0
1680	IGHV1-8*02	IGHD4-17*01	IGHJ4*02	NA	4.0
1681	IGHV1-8*02	IGHD4-17*01	IGHJ5*02	NA	2.0
1682	IGHV1-8*02	IGHD4-17*01	IGHJ6*02	NA	3.0
1683	IGHV1-8*02	IGHD4-23*01	IGHJ3*02	NA	1.0
1684	IGHV1-8*02	IGHD4-23*01	IGHJ4*02	NA	1.0
1685	IGHV1-8*02	IGHD4-23*01	IGHJ5*02	NA	1.0
1686	IGHV1-8*02	IGHD5-12*01	IGHJ3*02	NA	18.0
1687	IGHV1-8*02	IGHD5-12*01	IGHJ4*02	NA	175.0
1688	IGHV1-8*02	IGHD5-12*01	IGHJ4*03	NA	1.0
1689	IGHV1-8*02	IGHD5-12*01	IGHJ5*02	NA	3.0
1690	IGHV1-8*02	IGHD5-12*01	IGHJ6*02	NA	2.0
1691	IGHV1-8*02	IGHD5-12*01	IGHJ6*03	NA	1.0
1692	IGHV1-8*02	IGHD5-24*01	IGHJ1*01	NA	1.0
1693	IGHV1-8*02	IGHD5-24*01	IGHJ3*02	NA	8.0
1694	IGHV1-8*02	IGHD5-24*01	IGHJ4*02	NA	6.0
1695	IGHV1-8*02	IGHD5-5*01	IGHJ1*01	NA	3.0
1696	IGHV1-8*02	IGHD5-5*01	IGHJ2*01	NA	1.0
1697	IGHV1-8*02	IGHD5-5*01	IGHJ3*02	NA	2.0
1698	IGHV1-8*02	IGHD5-5*01	IGHJ4*02	NA	48.0
1699	IGHV1-8*02	IGHD5-5*01	IGHJ5*02	NA	72.0
1700	IGHV1-8*02	IGHD5-5*01	IGHJ6*02	NA	37.0
1701	IGHV1-8*02	IGHD5-5*01	IGHJ6*03	NA	1.0
1702	IGHV1-8*02	IGHD5/OR15-5b*01	IGHJ4*02	NA	19.0
1703	IGHV1-8*02	IGHD5/OR15-5b*01	IGHJ5*02	NA	2.0
1704	IGHV1-8*02	IGHD5/OR15-5b*01	IGHJ6*02	NA	1.0
1705	IGHV1-8*02	IGHD6-13*01	IGHJ1*01	NA	1.0
1706	IGHV1-8*02	IGHD6-13*01	IGHJ2*01	NA	1.0
1707	IGHV1-8*02	IGHD6-13*01	IGHJ3*02	NA	12.0
1708	IGHV1-8*02	IGHD6-13*01	IGHJ4*02	NA	312.0
1709	IGHV1-8*02	IGHD6-13*01	IGHJ4*03	NA	1.0
1710	IGHV1-8*02	IGHD6-13*01	IGHJ5*02	NA	95.0
1711	IGHV1-8*02	IGHD6-13*01	IGHJ6*02	NA	13.0
1712	IGHV1-8*02	IGHD6-13*01	IGHJ6*03	NA	48.0
1713	IGHV1-8*02	IGHD6-19*01	IGHJ3*02	NA	10.0
1714	IGHV1-8*02	IGHD6-19*01	IGHJ4*02	NA	112.0
1715	IGHV1-8*02	IGHD6-19*01	IGHJ4*03	NA	2.0
1716	IGHV1-8*02	IGHD6-19*01	IGHJ5*02	NA	151.0
1717	IGHV1-8*02	IGHD6-19*01	IGHJ6*02	NA	52.0
1718	IGHV1-8*02	IGHD6-19*01	IGHJ6*03	NA	67.0
1719	IGHV1-8*02	NA	IGHJ1*01	NA	180.0
1720	IGHV1-8*02	NA	IGHJ2*01	NA	819.0
1721	IGHV1-8*02	NA	IGHJ3*01	NA	290.0
1722	IGHV1-8*02	NA	IGHJ3*02	NA	2262.0
1723	IGHV1-8*02	NA	IGHJ4*01	NA	20.0
1724	IGHV1-8*02	NA	IGHJ4*02	NA	7925.0
1725	IGHV1-8*02	NA	IGHJ4*03	NA	120.0
1726	IGHV1-8*02	NA	IGHJ5*01	NA	6.0
1727	IGHV1-8*02	NA	IGHJ5*02	NA	4714.0
1728	IGHV1-8*02	NA	IGHJ6*01	NA	9.0
1729	IGHV1-8*02	NA	IGHJ6*02	NA	1378.0
1730	IGHV1-8*02	NA	IGHJ6*03	NA	1335.0
1731	IGHV1-8*02	NA	IGHJ6*04	NA	99.0
1732	IGHV1/OR15-1*02	NA	IGHJ3*01	NA	1.0
1733	IGHV1/OR15-1*04	NA	IGHJ1*01	NA	5.0
1734	IGHV1/OR15-1*04	NA	IGHJ3*01	NA	24.0
1735	IGHV1/OR15-1*04	NA	IGHJ4*02	NA	16.0
1736	IGHV1/OR15-1*04	NA	IGHJ5*02	NA	24.0
1737	IGHV1/OR15-1*04	NA	IGHJ6*02	NA	2.0
1738	IGHV1/OR15-1*04	NA	IGHJ6*03	NA	28.0
1739	IGHV1/OR15-2*02	IGHD3-22*01	IGHJ6*02	NA	1.0
1740	IGHV1/OR15-2*02	NA	IGHJ3*02	NA	2.0
1741	IGHV1/OR15-2*02	NA	IGHJ4*02	NA	10.0
1742	IGHV1/OR15-4*01	NA	IGHJ6*02	NA	26.0
1743	IGHV1/OR21-1*01	IGHD3-22*01	IGHJ5*02	NA	1.0
1744	IGHV1/OR21-1*01	NA	IGHJ4*02	NA	3.0
1745	IGHV3-11*01	IGHD2-21*01	IGHJ4*03	1.0	NA
1746	IGHV3-11*01	IGHD2-21*02	IGHJ4*02	1.0	NA
1747	IGHV3-11*01	IGHD3-10*01	IGHJ5*02	1.0	NA
1748	IGHV3-11*01	IGHD3-3*01	IGHJ5*02	1.0	NA
1749	IGHV3-11*01	NA	IGHJ2*01	21.0	NA
1750	IGHV3-11*01	NA	IGHJ3*01	1.0	NA
1751	IGHV3-11*01	NA	IGHJ4*02	33.0	NA
1752	IGHV3-11*01	NA	IGHJ4*03	1.0	NA
1753	IGHV3-11*01	NA	IGHJ5*02	3.0	NA
1754	IGHV3-11*01	NA	IGHJ6*02	4.0	NA
1755	IGHV3-11*01	NA	IGHJ6*03	3.0	NA
1756	IGHV3-11*01	NA	IGHJ6*04	1.0	NA
1757	IGHV3-11*03	NA	IGHJ3*02	4.0	NA
1758	IGHV3-11*03	NA	IGHJ4*02	7.0	NA
1759	IGHV3-11*03	NA	IGHJ5*02	1.0	NA
1760	IGHV3-11*03	NA	IGHJ6*02	3.0	NA
1761	IGHV3-11*04	IGHD1-26*01	IGHJ3*02	1.0	NA
1762	IGHV3-11*04	IGHD1-26*01	IGHJ4*02	23.0	NA
1763	IGHV3-11*04	IGHD1-26*01	IGHJ5*02	4.0	NA
1764	IGHV3-11*04	IGHD1-7*01	IGHJ5*02	1.0	NA
1765	IGHV3-11*04	IGHD1/OR15-1b*01	IGHJ5*02	4.0	NA
1766	IGHV3-11*04	IGHD2-15*01	IGHJ2*01	11.0	NA
1767	IGHV3-11*04	IGHD2-15*01	IGHJ3*01	1.0	NA
1768	IGHV3-11*04	IGHD2-15*01	IGHJ4*02	7.0	NA
1769	IGHV3-11*04	IGHD2-15*01	IGHJ5*02	1.0	NA
1770	IGHV3-11*04	IGHD2-15*01	IGHJ6*02	1.0	NA
1771	IGHV3-11*04	IGHD2-15*01	IGHJ6*03	1.0	NA
1772	IGHV3-11*04	IGHD2-2*03	IGHJ3*02	8.0	NA
1773	IGHV3-11*04	IGHD2-2*03	IGHJ4*02	2.0	NA
1774	IGHV3-11*04	IGHD2-2*03	IGHJ5*02	9.0	NA
1775	IGHV3-11*04	IGHD2-2*03	IGHJ6*03	1.0	NA
1776	IGHV3-11*04	IGHD2-2*03	IGHJ6*04	1.0	NA
1777	IGHV3-11*04	IGHD2-21*01	IGHJ4*02	12.0	NA
1778	IGHV3-11*04	IGHD2-21*01	IGHJ5*02	1.0	NA
1779	IGHV3-11*04	IGHD2-8*02	IGHJ4*02	1.0	NA
1780	IGHV3-11*04	IGHD2-8*02	IGHJ5*02	4.0	NA
1781	IGHV3-11*04	IGHD3-10*01	IGHJ1*01	1.0	NA
1782	IGHV3-11*04	IGHD3-10*01	IGHJ2*01	1.0	NA
1783	IGHV3-11*04	IGHD3-10*01	IGHJ3*02	3.0	NA
1784	IGHV3-11*04	IGHD3-10*01	IGHJ4*02	11.0	NA
1785	IGHV3-11*04	IGHD3-10*01	IGHJ5*02	10.0	NA
1786	IGHV3-11*04	IGHD3-10*01	IGHJ6*02	2.0	NA
1787	IGHV3-11*04	IGHD3-10*01	IGHJ6*03	1.0	NA
1788	IGHV3-11*04	IGHD3-10*02	IGHJ5*02	11.0	NA
1789	IGHV3-11*04	IGHD3-16*02	IGHJ4*02	3.0	NA
1790	IGHV3-11*04	IGHD3-16*02	IGHJ5*02	5.0	NA
1791	IGHV3-11*04	IGHD3-16*02	IGHJ6*03	11.0	NA
1792	IGHV3-11*04	IGHD3-22*01	IGHJ2*01	6.0	NA
1793	IGHV3-11*04	IGHD3-22*01	IGHJ3*02	37.0	NA
1794	IGHV3-11*04	IGHD3-22*01	IGHJ4*02	39.0	NA
1795	IGHV3-11*04	IGHD3-22*01	IGHJ4*03	1.0	NA
1796	IGHV3-11*04	IGHD3-22*01	IGHJ5*02	17.0	NA
1797	IGHV3-11*04	IGHD3-3*01	IGHJ3*02	5.0	NA
1798	IGHV3-11*04	IGHD3-3*01	IGHJ4*02	39.0	NA
1799	IGHV3-11*04	IGHD3-3*01	IGHJ4*03	2.0	NA
1800	IGHV3-11*04	IGHD3-3*01	IGHJ5*02	19.0	NA
1801	IGHV3-11*04	IGHD3-3*01	IGHJ6*03	34.0	NA
1802	IGHV3-11*04	IGHD3-3*02	IGHJ5*02	1.0	NA
1803	IGHV3-11*04	IGHD3-9*01	IGHJ3*02	1.0	NA
1804	IGHV3-11*04	IGHD3-9*01	IGHJ4*02	1.0	NA
1805	IGHV3-11*04	IGHD3-9*01	IGHJ6*04	1.0	NA
1806	IGHV3-11*04	IGHD3/OR15-3b*01	IGHJ6*03	45.0	NA
1807	IGHV3-11*04	IGHD4-17*01	IGHJ3*02	2.0	NA
1808	IGHV3-11*04	IGHD4-17*01	IGHJ6*03	1.0	NA
1809	IGHV3-11*04	IGHD5-12*01	IGHJ4*02	4.0	NA
1810	IGHV3-11*04	IGHD5-24*01	IGHJ6*03	3.0	NA
1811	IGHV3-11*04	IGHD5-5*01	IGHJ4*02	10.0	NA
1812	IGHV3-11*04	IGHD5/OR15-5b*01	IGHJ4*02	4.0	NA
1813	IGHV3-11*04	IGHD6-13*01	IGHJ1*01	1.0	NA
1814	IGHV3-11*04	IGHD6-13*01	IGHJ4*02	15.0	NA
1815	IGHV3-11*04	IGHD6-13*01	IGHJ5*02	14.0	NA
1816	IGHV3-11*04	IGHD6-13*01	IGHJ6*03	75.0	NA
1817	IGHV3-11*04	IGHD6-19*01	IGHJ2*01	46.0	NA
1818	IGHV3-11*04	IGHD6-19*01	IGHJ3*01	9.0	NA
1819	IGHV3-11*04	IGHD6-19*01	IGHJ3*02	4.0	NA
1820	IGHV3-11*04	IGHD6-19*01	IGHJ4*02	6.0	NA
1821	IGHV3-11*04	IGHD6-6*01	IGHJ6*03	1.0	NA
1822	IGHV3-11*04	NA	IGHJ1*01	110.0	NA
1823	IGHV3-11*04	NA	IGHJ2*01	49.0	NA
1824	IGHV3-11*04	NA	IGHJ3*01	5.0	NA
1825	IGHV3-11*04	NA	IGHJ3*02	140.0	NA
1826	IGHV3-11*04	NA	IGHJ4*01	1.0	NA
1827	IGHV3-11*04	NA	IGHJ4*02	736.0	NA
1828	IGHV3-11*04	NA	IGHJ4*03	29.0	NA
1829	IGHV3-11*04	NA	IGHJ5*01	10.0	NA
1830	IGHV3-11*04	NA	IGHJ5*02	327.0	NA
1831	IGHV3-11*04	NA	IGHJ6*01	4.0	NA
1832	IGHV3-11*04	NA	IGHJ6*02	14.0	NA
1833	IGHV3-11*04	NA	IGHJ6*03	656.0	NA
1834	IGHV3-11*04	NA	IGHJ6*04	4.0	NA
1835	IGHV3-11*05	IGHD1-1*01	IGHJ3*02	1.0	NA
1836	IGHV3-11*05	IGHD1-26*01	IGHJ4*02	1.0	NA
1837	IGHV3-11*05	IGHD1-26*01	IGHJ6*02	1.0	NA
1838	IGHV3-11*05	IGHD2-15*01	IGHJ1*01	2.0	NA
1839	IGHV3-11*05	IGHD2-15*01	IGHJ3*01	1.0	NA
1840	IGHV3-11*05	IGHD2-15*01	IGHJ3*02	4.0	NA
1841	IGHV3-11*05	IGHD2-15*01	IGHJ4*02	96.0	NA
1842	IGHV3-11*05	IGHD2-15*01	IGHJ4*03	4.0	NA
1843	IGHV3-11*05	IGHD2-15*01	IGHJ5*02	13.0	NA
1844	IGHV3-11*05	IGHD2-15*01	IGHJ6*01	1.0	NA
1845	IGHV3-11*05	IGHD2-15*01	IGHJ6*02	26.0	NA
1846	IGHV3-11*05	IGHD2-15*01	IGHJ6*04	3.0	NA
1847	IGHV3-11*05	IGHD2-2*02	IGHJ4*02	8.0	NA
1848	IGHV3-11*05	IGHD2-2*02	IGHJ5*02	1.0	NA
1849	IGHV3-11*05	IGHD2-2*03	IGHJ3*01	1.0	NA
1850	IGHV3-11*05	IGHD2-2*03	IGHJ3*02	14.0	NA
1851	IGHV3-11*05	IGHD2-2*03	IGHJ4*02	5.0	NA
1852	IGHV3-11*05	IGHD2-2*03	IGHJ5*02	12.0	NA
1853	IGHV3-11*05	IGHD2-2*03	IGHJ6*02	3.0	NA
1854	IGHV3-11*05	IGHD2-2*03	IGHJ6*03	1.0	NA
1855	IGHV3-11*05	IGHD2-21*01	IGHJ3*02	1.0	NA
1856	IGHV3-11*05	IGHD2-21*02	IGHJ4*02	10.0	NA
1857	IGHV3-11*05	IGHD2-21*02	IGHJ4*03	1.0	NA
1858	IGHV3-11*05	IGHD2-8*02	IGHJ4*02	1.0	NA
1859	IGHV3-11*05	IGHD2/OR15-2b*01	IGHJ5*02	1.0	NA
1860	IGHV3-11*05	IGHD2/OR15-2b*01	IGHJ6*02	2.0	NA
1861	IGHV3-11*05	IGHD3-10*01	IGHJ1*01	4.0	NA
1862	IGHV3-11*05	IGHD3-10*01	IGHJ2*01	13.0	NA
1863	IGHV3-11*05	IGHD3-10*01	IGHJ3*02	14.0	NA
1864	IGHV3-11*05	IGHD3-10*01	IGHJ4*02	197.0	NA
1865	IGHV3-11*05	IGHD3-10*01	IGHJ4*03	12.0	NA
1866	IGHV3-11*05	IGHD3-10*01	IGHJ5*02	31.0	NA
1867	IGHV3-11*05	IGHD3-10*01	IGHJ6*02	19.0	NA
1868	IGHV3-11*05	IGHD3-10*02	IGHJ4*02	2.0	NA
1869	IGHV3-11*05	IGHD3-16*02	IGHJ4*02	8.0	NA
1870	IGHV3-11*05	IGHD3-16*02	IGHJ5*02	9.0	NA
1871	IGHV3-11*05	IGHD3-16*02	IGHJ6*02	1.0	NA
1872	IGHV3-11*05	IGHD3-22*01	IGHJ1*01	2.0	NA
1873	IGHV3-11*05	IGHD3-22*01	IGHJ2*01	3.0	NA
1874	IGHV3-11*05	IGHD3-22*01	IGHJ3*02	20.0	NA
1875	IGHV3-11*05	IGHD3-22*01	IGHJ4*02	97.0	NA
1876	IGHV3-11*05	IGHD3-22*01	IGHJ4*03	1.0	NA
1877	IGHV3-11*05	IGHD3-22*01	IGHJ5*02	4.0	NA
1878	IGHV3-11*05	IGHD3-22*01	IGHJ6*02	2.0	NA
1879	IGHV3-11*05	IGHD3-3*01	IGHJ5*02	1.0	NA
1880	IGHV3-11*05	IGHD3-9*01	IGHJ3*02	2.0	NA
1881	IGHV3-11*05	IGHD3-9*01	IGHJ4*02	10.0	NA
1882	IGHV3-11*05	IGHD3-9*01	IGHJ4*03	2.0	NA
1883	IGHV3-11*05	IGHD3-9*01	IGHJ6*02	35.0	NA
1884	IGHV3-11*05	IGHD4-17*01	IGHJ3*02	2.0	NA
1885	IGHV3-11*05	IGHD4-17*01	IGHJ4*02	2.0	NA
1886	IGHV3-11*05	IGHD4-23*01	IGHJ4*02	6.0	NA
1887	IGHV3-11*05	IGHD4-23*01	IGHJ5*02	1.0	NA
1888	IGHV3-11*05	IGHD5-12*01	IGHJ4*02	14.0	NA
1889	IGHV3-11*05	IGHD5-12*01	IGHJ4*03	2.0	NA
1890	IGHV3-11*05	IGHD5-12*01	IGHJ5*02	2.0	NA
1891	IGHV3-11*05	IGHD5-12*01	IGHJ6*02	1.0	NA
1892	IGHV3-11*05	IGHD5-24*01	IGHJ3*02	2.0	NA
1893	IGHV3-11*05	IGHD5-24*01	IGHJ4*02	67.0	NA
1894	IGHV3-11*05	IGHD5-24*01	IGHJ4*03	3.0	NA
1895	IGHV3-11*05	IGHD5-24*01	IGHJ5*02	1.0	NA
1896	IGHV3-11*05	IGHD5-5*01	IGHJ3*02	30.0	NA
1897	IGHV3-11*05	IGHD5-5*01	IGHJ4*02	2.0	NA
1898	IGHV3-11*05	IGHD6-13*01	IGHJ2*01	1.0	NA
1899	IGHV3-11*05	IGHD6-13*01	IGHJ3*02	1.0	NA
1900	IGHV3-11*05	IGHD6-13*01	IGHJ4*01	1.0	NA
1901	IGHV3-11*05	IGHD6-13*01	IGHJ4*02	31.0	NA
1902	IGHV3-11*05	IGHD6-13*01	IGHJ4*03	1.0	NA
1903	IGHV3-11*05	IGHD6-13*01	IGHJ5*02	111.0	NA
1904	IGHV3-11*05	IGHD6-19*01	IGHJ2*01	2.0	NA
1905	IGHV3-11*05	IGHD6-19*01	IGHJ4*02	3.0	NA
1906	IGHV3-11*05	IGHD6-19*01	IGHJ4*03	2.0	NA
1907	IGHV3-11*05	IGHD6-19*01	IGHJ5*02	2.0	NA
1908	IGHV3-11*05	IGHD6-19*01	IGHJ6*01	1.0	NA
1909	IGHV3-11*05	IGHD6-19*01	IGHJ6*02	2.0	NA
1910	IGHV3-11*05	NA	IGHJ1*01	34.0	NA
1911	IGHV3-11*05	NA	IGHJ2*01	101.0	NA
1912	IGHV3-11*05	NA	IGHJ3*01	1322.0	NA
1913	IGHV3-11*05	NA	IGHJ3*02	1085.0	NA
1914	IGHV3-11*05	NA	IGHJ4*01	42.0	NA
1915	IGHV3-11*05	NA	IGHJ4*02	2417.0	NA
1916	IGHV3-11*05	NA	IGHJ4*03	106.0	NA
1917	IGHV3-11*05	NA	IGHJ5*01	9.0	NA
1918	IGHV3-11*05	NA	IGHJ5*02	604.0	NA
1919	IGHV3-11*05	NA	IGHJ6*01	173.0	NA
1920	IGHV3-11*05	NA	IGHJ6*02	1763.0	NA
1921	IGHV3-11*05	NA	IGHJ6*03	2.0	NA
1922	IGHV3-11*05	NA	IGHJ6*04	31.0	NA
1923	IGHV3-11*06	IGHD2-15*01	IGHJ4*02	3.0	NA
1924	IGHV3-11*06	IGHD2-15*01	IGHJ4*03	1.0	NA
1925	IGHV3-11*06	IGHD2-2*03	IGHJ2*01	1.0	NA
